TransactionNo,TransactionNo,Items,DateTime,Daypart,DayType
1608,1608,Scandinavian,11/18/2016 14:58,Afternoon,Weekday
1608,1608,Alfajores,11/18/2016 14:58,Afternoon,Weekday
1608,1608,Alfajores,11/18/2016 14:58,Afternoon,Weekday
1609,1609,Scandinavian,11/18/2016 15:00,Afternoon,Weekday
1610,1610,Hot chocolate,11/18/2016 15:02,Afternoon,Weekday
1610,1610,Pastry,11/18/2016 15:02,Afternoon,Weekday
1611,1611,Coke,11/18/2016 15:35,Afternoon,Weekday
1611,1611,Coffee,11/18/2016 15:35,Afternoon,Weekday
1611,1611,Brownie,11/18/2016 15:35,Afternoon,Weekday
1612,1612,Farm House,11/18/2016 15:45,Afternoon,Weekday
1613,1613,Coffee,11/18/2016 15:45,Afternoon,Weekday
1613,1613,Pastry,11/18/2016 15:45,Afternoon,Weekday
1614,1614,Farm House,11/18/2016 15:59,Afternoon,Weekday
1615,1615,Farm House,11/18/2016 16:00,Afternoon,Weekday
1616,1616,Cookies,11/18/2016 16:03,Afternoon,Weekday
1616,1616,Brownie,11/18/2016 16:03,Afternoon,Weekday
1616,1616,Coffee,11/18/2016 16:03,Afternoon,Weekday
1616,1616,Tea,11/18/2016 16:03,Afternoon,Weekday
1617,1617,Tea,11/18/2016 16:06,Afternoon,Weekday
1617,1617,Coffee,11/18/2016 16:06,Afternoon,Weekday
1617,1617,Medialuna,11/18/2016 16:06,Afternoon,Weekday
1617,1617,Cookies,11/18/2016 16:06,Afternoon,Weekday
1617,1617,Farm House,11/18/2016 16:06,Afternoon,Weekday
1618,1618,Bread,11/18/2016 16:07,Afternoon,Weekday
1618,1618,Coffee,11/18/2016 16:07,Afternoon,Weekday
1619,1619,Coffee,11/18/2016 16:17,Afternoon,Weekday
1620,1620,Tea,11/18/2016 16:18,Afternoon,Weekday
1620,1620,Coffee,11/18/2016 16:18,Afternoon,Weekday
1620,1620,Alfajores,11/18/2016 16:18,Afternoon,Weekday
1621,1621,Bread,11/18/2016 16:21,Afternoon,Weekday
1621,1621,Hot chocolate,11/18/2016 16:21,Afternoon,Weekday
1621,1621,Coffee,11/18/2016 16:21,Afternoon,Weekday
1622,1622,Medialuna,11/18/2016 17:03,Evening,Weekday
1622,1622,Tea,11/18/2016 17:03,Evening,Weekday
1623,1623,Coke,11/18/2016 17:11,Evening,Weekday
1624,1624,Medialuna,11/18/2016 17:13,Evening,Weekday
1625,1625,Fudge,11/18/2016 17:23,Evening,Weekday
1625,1625,Fudge,11/18/2016 17:23,Evening,Weekday
1626,1626,Tea,11/18/2016 18:30,Evening,Weekday
1626,1626,Muffin,11/18/2016 18:30,Evening,Weekday
1627,1627,Alfajores,11/18/2016 18:33,Evening,Weekday
1627,1627,Coffee,11/18/2016 18:33,Evening,Weekday
1629,1629,Pastry,11/19/2016 8:42,Morning,Weekend
1629,1629,Bread,11/19/2016 8:42,Morning,Weekend
1630,1630,Pastry,11/19/2016 8:42,Morning,Weekend
1630,1630,Coffee,11/19/2016 8:42,Morning,Weekend
1631,1631,Coffee,11/19/2016 8:53,Morning,Weekend
1632,1632,Bread,11/19/2016 8:55,Morning,Weekend
1633,1633,Bread,11/19/2016 8:56,Morning,Weekend
1634,1634,Coffee,11/19/2016 8:57,Morning,Weekend
1634,1634,Keeping It Local,11/19/2016 8:57,Morning,Weekend
1634,1634,Tea,11/19/2016 8:57,Morning,Weekend
1635,1635,Bread,11/19/2016 9:12,Morning,Weekend
1635,1635,Pastry,11/19/2016 9:12,Morning,Weekend
1635,1635,Medialuna,11/19/2016 9:12,Morning,Weekend
1636,1636,Farm House,11/19/2016 9:15,Morning,Weekend
1636,1636,Medialuna,11/19/2016 9:15,Morning,Weekend
1636,1636,Coffee,11/19/2016 9:15,Morning,Weekend
1637,1637,Coffee,11/19/2016 9:29,Morning,Weekend
1637,1637,Pastry,11/19/2016 9:29,Morning,Weekend
1638,1638,Coffee,11/19/2016 9:31,Morning,Weekend
1639,1639,Coffee,11/19/2016 9:31,Morning,Weekend
1640,1640,Coffee,11/19/2016 9:35,Morning,Weekend
1640,1640,Keeping It Local,11/19/2016 9:35,Morning,Weekend
1640,1640,Medialuna,11/19/2016 9:35,Morning,Weekend
1641,1641,Pastry,11/19/2016 9:40,Morning,Weekend
1641,1641,Bread,11/19/2016 9:40,Morning,Weekend
1641,1641,Coffee,11/19/2016 9:40,Morning,Weekend
1642,1642,Farm House,11/19/2016 9:46,Morning,Weekend
1643,1643,Bread,11/19/2016 9:50,Morning,Weekend
1643,1643,Bread,11/19/2016 9:50,Morning,Weekend
1644,1644,Bread,11/19/2016 9:55,Morning,Weekend
1644,1644,Bread,11/19/2016 9:55,Morning,Weekend
1644,1644,Tea,11/19/2016 9:55,Morning,Weekend
1644,1644,Keeping It Local,11/19/2016 9:55,Morning,Weekend
1645,1645,Bread,11/19/2016 10:01,Morning,Weekend
1645,1645,Medialuna,11/19/2016 10:01,Morning,Weekend
1645,1645,Keeping It Local,11/19/2016 10:01,Morning,Weekend
1645,1645,Coffee,11/19/2016 10:01,Morning,Weekend
1646,1646,Bread,11/19/2016 10:04,Morning,Weekend
1646,1646,Coffee,11/19/2016 10:04,Morning,Weekend
1646,1646,Medialuna,11/19/2016 10:04,Morning,Weekend
1646,1646,Bread,11/19/2016 10:04,Morning,Weekend
1647,1647,Coffee,11/19/2016 10:04,Morning,Weekend
1648,1648,Bread,11/19/2016 10:06,Morning,Weekend
1649,1649,Medialuna,11/19/2016 10:12,Morning,Weekend
1649,1649,Pastry,11/19/2016 10:12,Morning,Weekend
1649,1649,Bread,11/19/2016 10:12,Morning,Weekend
1650,1650,Bread,11/19/2016 10:14,Morning,Weekend
1650,1650,Pastry,11/19/2016 10:14,Morning,Weekend
1651,1651,Medialuna,11/19/2016 10:15,Morning,Weekend
1651,1651,Coffee,11/19/2016 10:15,Morning,Weekend
1652,1652,Bread,11/19/2016 10:15,Morning,Weekend
1653,1653,Bread,11/19/2016 10:16,Morning,Weekend
1654,1654,Coffee,11/19/2016 10:17,Morning,Weekend
1654,1654,Coffee,11/19/2016 10:17,Morning,Weekend
1655,1655,Focaccia,11/19/2016 10:19,Morning,Weekend
1656,1656,Coffee,11/19/2016 10:19,Morning,Weekend
1657,1657,Hot chocolate,11/19/2016 10:20,Morning,Weekend
1657,1657,Pastry,11/19/2016 10:20,Morning,Weekend
1658,1658,Coffee,11/19/2016 10:30,Morning,Weekend
1658,1658,Hot chocolate,11/19/2016 10:30,Morning,Weekend
1659,1659,Bread,11/19/2016 10:33,Morning,Weekend
1660,1660,Bread,11/19/2016 10:34,Morning,Weekend
1660,1660,Coffee,11/19/2016 10:34,Morning,Weekend
1661,1661,Pastry,11/19/2016 10:35,Morning,Weekend
1661,1661,Scandinavian,11/19/2016 10:35,Morning,Weekend
1661,1661,Muffin,11/19/2016 10:35,Morning,Weekend
1662,1662,Focaccia,11/19/2016 10:37,Morning,Weekend
1662,1662,Bread,11/19/2016 10:37,Morning,Weekend
1663,1663,Bread,11/19/2016 10:38,Morning,Weekend
1664,1664,Muffin,11/19/2016 10:41,Morning,Weekend
1665,1665,Caramel bites,11/19/2016 10:44,Morning,Weekend
1665,1665,Coffee,11/19/2016 10:44,Morning,Weekend
1665,1665,Medialuna,11/19/2016 10:44,Morning,Weekend
1666,1666,Tartine,11/19/2016 10:50,Morning,Weekend
1666,1666,Tea,11/19/2016 10:50,Morning,Weekend
1666,1666,Muffin,11/19/2016 10:50,Morning,Weekend
1667,1667,Bread,11/19/2016 10:54,Morning,Weekend
1668,1668,Bread,11/19/2016 10:57,Morning,Weekend
1668,1668,Focaccia,11/19/2016 10:57,Morning,Weekend
1668,1668,Tea,11/19/2016 10:57,Morning,Weekend
1668,1668,Coffee,11/19/2016 10:57,Morning,Weekend
1669,1669,Jam,11/19/2016 11:00,Morning,Weekend
1670,1670,Focaccia,11/19/2016 11:01,Morning,Weekend
1671,1671,Coffee,11/19/2016 11:03,Morning,Weekend
1671,1671,Medialuna,11/19/2016 11:03,Morning,Weekend
1671,1671,Muffin,11/19/2016 11:03,Morning,Weekend
1672,1672,Bread,11/19/2016 11:05,Morning,Weekend
1672,1672,Coffee,11/19/2016 11:05,Morning,Weekend
1673,1673,Coffee,11/19/2016 11:06,Morning,Weekend
1673,1673,Muffin,11/19/2016 11:06,Morning,Weekend
1674,1674,Coffee,11/19/2016 11:17,Morning,Weekend
1675,1675,Coffee,11/19/2016 11:19,Morning,Weekend
1676,1676,Bread,11/19/2016 11:24,Morning,Weekend
1677,1677,Coffee,11/19/2016 11:35,Morning,Weekend
1677,1677,Coffee,11/19/2016 11:35,Morning,Weekend
1678,1678,Coffee,11/19/2016 11:36,Morning,Weekend
1678,1678,Coffee,11/19/2016 11:36,Morning,Weekend
1679,1679,Coffee,11/19/2016 11:36,Morning,Weekend
1679,1679,Coffee,11/19/2016 11:36,Morning,Weekend
1680,1680,Coffee,11/19/2016 11:41,Morning,Weekend
1681,1681,Tea,11/19/2016 11:46,Morning,Weekend
1682,1682,Fudge,11/19/2016 11:48,Morning,Weekend
1683,1683,Medialuna,11/19/2016 11:52,Morning,Weekend
1683,1683,Bread,11/19/2016 11:52,Morning,Weekend
1683,1683,Tea,11/19/2016 11:52,Morning,Weekend
1683,1683,Coffee,11/19/2016 11:52,Morning,Weekend
1683,1683,Coffee,11/19/2016 11:52,Morning,Weekend
1683,1683,Ella's Kitchen Pouches,11/19/2016 11:52,Morning,Weekend
1684,1684,Jammie Dodgers,11/19/2016 12:02,Afternoon,Weekend
1685,1685,Bread,11/19/2016 12:05,Afternoon,Weekend
1686,1686,Tea,11/19/2016 12:12,Afternoon,Weekend
1686,1686,Coffee,11/19/2016 12:12,Afternoon,Weekend
1686,1686,Soup,11/19/2016 12:12,Afternoon,Weekend
1686,1686,Keeping It Local,11/19/2016 12:12,Afternoon,Weekend
1687,1687,Coffee,11/19/2016 12:34,Afternoon,Weekend
1688,1688,Coffee,11/19/2016 12:39,Afternoon,Weekend
1689,1689,Coffee,11/19/2016 12:44,Afternoon,Weekend
1689,1689,Muffin,11/19/2016 12:44,Afternoon,Weekend
1690,1690,Coffee,11/19/2016 12:47,Afternoon,Weekend
1690,1690,Bread,11/19/2016 12:47,Afternoon,Weekend
1690,1690,Soup,11/19/2016 12:47,Afternoon,Weekend
1691,1691,Coffee,11/19/2016 13:04,Afternoon,Weekend
1691,1691,Tea,11/19/2016 13:04,Afternoon,Weekend
1691,1691,Medialuna,11/19/2016 13:04,Afternoon,Weekend
1692,1692,Alfajores,11/19/2016 13:10,Afternoon,Weekend
1693,1693,Bread,11/19/2016 13:14,Afternoon,Weekend
1694,1694,Coffee,11/19/2016 13:15,Afternoon,Weekend
1694,1694,Coffee,11/19/2016 13:15,Afternoon,Weekend
1694,1694,Tartine,11/19/2016 13:15,Afternoon,Weekend
1694,1694,Medialuna,11/19/2016 13:15,Afternoon,Weekend
1694,1694,Pastry,11/19/2016 13:15,Afternoon,Weekend
1695,1695,Tea,11/19/2016 13:16,Afternoon,Weekend
1695,1695,Tartine,11/19/2016 13:16,Afternoon,Weekend
1696,1696,Bread,11/19/2016 13:18,Afternoon,Weekend
1696,1696,Coffee,11/19/2016 13:18,Afternoon,Weekend
1697,1697,Medialuna,11/19/2016 13:26,Afternoon,Weekend
1697,1697,Coffee,11/19/2016 13:26,Afternoon,Weekend
1697,1697,Bread,11/19/2016 13:26,Afternoon,Weekend
1698,1698,Bread,11/19/2016 13:28,Afternoon,Weekend
1698,1698,Medialuna,11/19/2016 13:28,Afternoon,Weekend
1699,1699,Focaccia,11/19/2016 13:34,Afternoon,Weekend
1700,1700,Scandinavian,11/19/2016 13:36,Afternoon,Weekend
1701,1701,Hearty & Seasonal,11/19/2016 13:45,Afternoon,Weekend
1701,1701,Sandwich,11/19/2016 13:45,Afternoon,Weekend
1701,1701,Coffee,11/19/2016 13:45,Afternoon,Weekend
1701,1701,Mineral water,11/19/2016 13:45,Afternoon,Weekend
1702,1702,Coffee,11/19/2016 13:46,Afternoon,Weekend
1702,1702,Sandwich,11/19/2016 13:46,Afternoon,Weekend
1702,1702,Sandwich,11/19/2016 13:46,Afternoon,Weekend
1703,1703,Tea,11/19/2016 14:09,Afternoon,Weekend
1703,1703,Scandinavian,11/19/2016 14:09,Afternoon,Weekend
1704,1704,Coffee,11/19/2016 14:11,Afternoon,Weekend
1705,1705,Coffee,11/19/2016 14:20,Afternoon,Weekend
1705,1705,Coffee,11/19/2016 14:20,Afternoon,Weekend
1706,1706,Soup,11/19/2016 14:26,Afternoon,Weekend
1706,1706,Kids biscuit,11/19/2016 14:26,Afternoon,Weekend
1707,1707,Coffee,11/19/2016 14:27,Afternoon,Weekend
1708,1708,Bread,11/19/2016 14:29,Afternoon,Weekend
1709,1709,Coffee,11/19/2016 14:30,Afternoon,Weekend
1710,1710,Coffee,11/19/2016 14:36,Afternoon,Weekend
1711,1711,Coffee,11/19/2016 14:40,Afternoon,Weekend
1711,1711,Bread,11/19/2016 14:40,Afternoon,Weekend
1712,1712,Cake,11/19/2016 14:55,Afternoon,Weekend
1712,1712,Tea,11/19/2016 14:55,Afternoon,Weekend
1712,1712,Muffin,11/19/2016 14:55,Afternoon,Weekend
1712,1712,Coffee,11/19/2016 14:55,Afternoon,Weekend
1713,1713,Hot chocolate,11/19/2016 15:01,Afternoon,Weekend
1714,1714,Coffee,11/19/2016 15:05,Afternoon,Weekend
1714,1714,Tea,11/19/2016 15:05,Afternoon,Weekend
1714,1714,Cake,11/19/2016 15:05,Afternoon,Weekend
1715,1715,Tea,11/19/2016 15:07,Afternoon,Weekend
1715,1715,Coffee,11/19/2016 15:07,Afternoon,Weekend
1715,1715,Muffin,11/19/2016 15:07,Afternoon,Weekend
1716,1716,Jammie Dodgers,11/19/2016 15:18,Afternoon,Weekend
1716,1716,Hot chocolate,11/19/2016 15:18,Afternoon,Weekend
1716,1716,Hot chocolate,11/19/2016 15:18,Afternoon,Weekend
1716,1716,Coffee,11/19/2016 15:18,Afternoon,Weekend
1716,1716,Cookies,11/19/2016 15:18,Afternoon,Weekend
1717,1717,Caramel bites,11/19/2016 15:20,Afternoon,Weekend
1717,1717,Jammie Dodgers,11/19/2016 15:20,Afternoon,Weekend
1717,1717,My-5 Fruit Shoot,11/19/2016 15:20,Afternoon,Weekend
1717,1717,Bread,11/19/2016 15:20,Afternoon,Weekend
1718,1718,Coffee,11/19/2016 15:36,Afternoon,Weekend
1719,1719,Coffee,11/19/2016 15:37,Afternoon,Weekend
1719,1719,Tea,11/19/2016 15:37,Afternoon,Weekend
1719,1719,Caramel bites,11/19/2016 15:37,Afternoon,Weekend
1719,1719,Kids biscuit,11/19/2016 15:37,Afternoon,Weekend
1720,1720,Bread,11/19/2016 15:39,Afternoon,Weekend
1720,1720,Coffee,11/19/2016 15:39,Afternoon,Weekend
1721,1721,Bread,11/19/2016 15:46,Afternoon,Weekend
1721,1721,Coffee,11/19/2016 15:46,Afternoon,Weekend
1721,1721,Alfajores,11/19/2016 15:46,Afternoon,Weekend
1721,1721,Bread,11/19/2016 15:46,Afternoon,Weekend
1722,1722,Farm House,11/19/2016 15:53,Afternoon,Weekend
1723,1723,Bread,11/19/2016 16:05,Afternoon,Weekend
1723,1723,Jammie Dodgers,11/19/2016 16:05,Afternoon,Weekend
1723,1723,Scandinavian,11/19/2016 16:05,Afternoon,Weekend
1724,1724,Tea,11/19/2016 16:09,Afternoon,Weekend
1725,1725,Alfajores,11/19/2016 16:17,Afternoon,Weekend
1725,1725,Bread,11/19/2016 16:17,Afternoon,Weekend
1725,1725,Tea,11/19/2016 16:17,Afternoon,Weekend
1725,1725,Coffee,11/19/2016 16:17,Afternoon,Weekend
1726,1726,Coffee,11/19/2016 16:26,Afternoon,Weekend
1726,1726,Mineral water,11/19/2016 16:26,Afternoon,Weekend
1726,1726,Tea,11/19/2016 16:26,Afternoon,Weekend
1727,1727,Coffee,11/19/2016 16:32,Afternoon,Weekend
1727,1727,Kids biscuit,11/19/2016 16:32,Afternoon,Weekend
1728,1728,Kids biscuit,11/19/2016 16:38,Afternoon,Weekend
1728,1728,Bread,11/19/2016 16:38,Afternoon,Weekend
1729,1729,Coffee,11/20/2016 10:06,Morning,Weekend
1729,1729,Coffee,11/20/2016 10:06,Morning,Weekend
1730,1730,Bread,11/20/2016 10:25,Morning,Weekend
1731,1731,Hot chocolate,11/20/2016 10:28,Morning,Weekend
1731,1731,Coffee,11/20/2016 10:28,Morning,Weekend
1731,1731,Cake,11/20/2016 10:28,Morning,Weekend
1732,1732,Coffee,11/20/2016 10:33,Morning,Weekend
1732,1732,Bread,11/20/2016 10:33,Morning,Weekend
1733,1733,Scandinavian,11/20/2016 10:53,Morning,Weekend
1733,1733,Pastry,11/20/2016 10:53,Morning,Weekend
1733,1733,Juice,11/20/2016 10:53,Morning,Weekend
1734,1734,Bread,11/20/2016 10:54,Morning,Weekend
1734,1734,Coffee,11/20/2016 10:54,Morning,Weekend
1735,1735,Bread,11/20/2016 10:56,Morning,Weekend
1736,1736,Farm House,11/20/2016 10:57,Morning,Weekend
1736,1736,Pastry,11/20/2016 10:57,Morning,Weekend
1736,1736,Pastry,11/20/2016 10:57,Morning,Weekend
1736,1736,Medialuna,11/20/2016 10:57,Morning,Weekend
1737,1737,Alfajores,11/20/2016 11:00,Morning,Weekend
1737,1737,Alfajores,11/20/2016 11:00,Morning,Weekend
1737,1737,Coffee,11/20/2016 11:00,Morning,Weekend
1737,1737,Coffee,11/20/2016 11:00,Morning,Weekend
1738,1738,Bread,11/20/2016 11:01,Morning,Weekend
1739,1739,Keeping It Local,11/20/2016 11:02,Morning,Weekend
1739,1739,Coffee,11/20/2016 11:02,Morning,Weekend
1739,1739,Coffee,11/20/2016 11:02,Morning,Weekend
1740,1740,Scandinavian,11/20/2016 11:03,Morning,Weekend
1740,1740,Pastry,11/20/2016 11:03,Morning,Weekend
1740,1740,Hot chocolate,11/20/2016 11:03,Morning,Weekend
1740,1740,Coffee,11/20/2016 11:03,Morning,Weekend
1740,1740,Bread,11/20/2016 11:03,Morning,Weekend
1741,1741,Bread,11/20/2016 11:07,Morning,Weekend
1742,1742,Bread,11/20/2016 11:08,Morning,Weekend
1742,1742,Coffee,11/20/2016 11:08,Morning,Weekend
1743,1743,Pastry,11/20/2016 11:13,Morning,Weekend
1743,1743,Coffee,11/20/2016 11:13,Morning,Weekend
1744,1744,Smoothies,11/20/2016 11:16,Morning,Weekend
1744,1744,Keeping It Local,11/20/2016 11:16,Morning,Weekend
1744,1744,Coffee,11/20/2016 11:16,Morning,Weekend
1745,1745,Coffee,11/20/2016 11:20,Morning,Weekend
1745,1745,Coffee,11/20/2016 11:20,Morning,Weekend
1746,1746,Pastry,11/20/2016 11:21,Morning,Weekend
1746,1746,Medialuna,11/20/2016 11:21,Morning,Weekend
1747,1747,Tea,11/20/2016 11:35,Morning,Weekend
1747,1747,Cake,11/20/2016 11:35,Morning,Weekend
1748,1748,Cake,11/20/2016 11:35,Morning,Weekend
1748,1748,Mineral water,11/20/2016 11:35,Morning,Weekend
1749,1749,Farm House,11/20/2016 11:45,Morning,Weekend
1749,1749,Cake,11/20/2016 11:45,Morning,Weekend
1749,1749,Medialuna,11/20/2016 11:45,Morning,Weekend
1749,1749,Tea,11/20/2016 11:45,Morning,Weekend
1749,1749,Coffee,11/20/2016 11:45,Morning,Weekend
1750,1750,Hot chocolate,11/20/2016 11:46,Morning,Weekend
1750,1750,Coffee,11/20/2016 11:46,Morning,Weekend
1750,1750,Bread,11/20/2016 11:46,Morning,Weekend
1751,1751,Bread,11/20/2016 11:49,Morning,Weekend
1752,1752,Alfajores,11/20/2016 11:54,Morning,Weekend
1752,1752,Cake,11/20/2016 11:54,Morning,Weekend
1752,1752,Coffee,11/20/2016 11:54,Morning,Weekend
1752,1752,Sandwich,11/20/2016 11:54,Morning,Weekend
1752,1752,Sandwich,11/20/2016 11:54,Morning,Weekend
1752,1752,My-5 Fruit Shoot,11/20/2016 11:54,Morning,Weekend
1753,1753,Farm House,11/20/2016 11:56,Morning,Weekend
1754,1754,Jam,11/20/2016 11:59,Morning,Weekend
1755,1755,Bread,11/20/2016 12:03,Afternoon,Weekend
1755,1755,Coffee,11/20/2016 12:03,Afternoon,Weekend
1755,1755,Cake,11/20/2016 12:03,Afternoon,Weekend
1756,1756,Bread,11/20/2016 12:05,Afternoon,Weekend
1756,1756,Coffee,11/20/2016 12:05,Afternoon,Weekend
1757,1757,Tartine,11/20/2016 12:09,Afternoon,Weekend
1758,1758,Bread,11/20/2016 12:16,Afternoon,Weekend
1758,1758,Medialuna,11/20/2016 12:16,Afternoon,Weekend
1758,1758,Farm House,11/20/2016 12:16,Afternoon,Weekend
1759,1759,Bread,11/20/2016 12:20,Afternoon,Weekend
1759,1759,Brownie,11/20/2016 12:20,Afternoon,Weekend
1759,1759,Cake,11/20/2016 12:20,Afternoon,Weekend
1760,1760,Cake,11/20/2016 12:25,Afternoon,Weekend
1760,1760,Mineral water,11/20/2016 12:25,Afternoon,Weekend
1760,1760,Alfajores,11/20/2016 12:25,Afternoon,Weekend
1760,1760,Coffee,11/20/2016 12:25,Afternoon,Weekend
1760,1760,Coffee,11/20/2016 12:25,Afternoon,Weekend
1761,1761,Bread,11/20/2016 12:38,Afternoon,Weekend
1762,1762,Coffee,11/20/2016 12:43,Afternoon,Weekend
1762,1762,Coffee,11/20/2016 12:43,Afternoon,Weekend
1763,1763,Bread,11/20/2016 12:45,Afternoon,Weekend
1763,1763,Jam,11/20/2016 12:45,Afternoon,Weekend
1764,1764,Brownie,11/20/2016 12:48,Afternoon,Weekend
1765,1765,Coffee,11/20/2016 12:52,Afternoon,Weekend
1765,1765,Sandwich,11/20/2016 12:52,Afternoon,Weekend
1765,1765,Mineral water,11/20/2016 12:52,Afternoon,Weekend
1767,1767,Coffee,11/20/2016 12:55,Afternoon,Weekend
1767,1767,Coffee,11/20/2016 12:55,Afternoon,Weekend
1768,1768,Bread,11/20/2016 12:57,Afternoon,Weekend
1769,1769,Bread,11/20/2016 12:58,Afternoon,Weekend
1769,1769,Mineral water,11/20/2016 12:58,Afternoon,Weekend
1770,1770,Farm House,11/20/2016 13:35,Afternoon,Weekend
1771,1771,Medialuna,11/20/2016 13:39,Afternoon,Weekend
1771,1771,Coffee,11/20/2016 13:39,Afternoon,Weekend
1772,1772,Juice,11/20/2016 13:43,Afternoon,Weekend
1772,1772,Cookies,11/20/2016 13:43,Afternoon,Weekend
1772,1772,Alfajores,11/20/2016 13:43,Afternoon,Weekend
1772,1772,Coffee,11/20/2016 13:43,Afternoon,Weekend
1772,1772,Focaccia,11/20/2016 13:43,Afternoon,Weekend
1773,1773,Bread,11/20/2016 13:48,Afternoon,Weekend
1774,1774,Sandwich,11/20/2016 13:52,Afternoon,Weekend
1774,1774,Sandwich,11/20/2016 13:52,Afternoon,Weekend
1774,1774,Brownie,11/20/2016 13:52,Afternoon,Weekend
1775,1775,Alfajores,11/20/2016 14:13,Afternoon,Weekend
1775,1775,Bread,11/20/2016 14:13,Afternoon,Weekend
1775,1775,My-5 Fruit Shoot,11/20/2016 14:13,Afternoon,Weekend
1775,1775,Juice,11/20/2016 14:13,Afternoon,Weekend
1776,1776,Bread,11/20/2016 14:13,Afternoon,Weekend
1777,1777,Fudge,11/20/2016 14:16,Afternoon,Weekend
1777,1777,Dulce de Leche,11/20/2016 14:16,Afternoon,Weekend
1777,1777,Coffee,11/20/2016 14:16,Afternoon,Weekend
1777,1777,Cake,11/20/2016 14:16,Afternoon,Weekend
1777,1777,Brownie,11/20/2016 14:16,Afternoon,Weekend
1778,1778,Hot chocolate,11/20/2016 14:18,Afternoon,Weekend
1778,1778,Coffee,11/20/2016 14:18,Afternoon,Weekend
1778,1778,Cake,11/20/2016 14:18,Afternoon,Weekend
1779,1779,Coffee,11/20/2016 14:25,Afternoon,Weekend
1779,1779,Medialuna,11/20/2016 14:25,Afternoon,Weekend
1779,1779,Alfajores,11/20/2016 14:25,Afternoon,Weekend
1780,1780,Coffee,11/20/2016 14:34,Afternoon,Weekend
1780,1780,Keeping It Local,11/20/2016 14:34,Afternoon,Weekend
1780,1780,Farm House,11/20/2016 14:34,Afternoon,Weekend
1781,1781,Bread,11/20/2016 14:37,Afternoon,Weekend
1782,1782,Medialuna,11/20/2016 14:41,Afternoon,Weekend
1782,1782,Truffles,11/20/2016 14:41,Afternoon,Weekend
1783,1783,Cake,11/20/2016 14:42,Afternoon,Weekend
1783,1783,Bread,11/20/2016 14:42,Afternoon,Weekend
1783,1783,Tea,11/20/2016 14:42,Afternoon,Weekend
1783,1783,Truffles,11/20/2016 14:42,Afternoon,Weekend
1784,1784,Bread,11/20/2016 14:52,Afternoon,Weekend
1785,1785,Coffee,11/20/2016 14:53,Afternoon,Weekend
1785,1785,Brownie,11/20/2016 14:53,Afternoon,Weekend
1786,1786,Coffee,11/20/2016 15:03,Afternoon,Weekend
1786,1786,Bread,11/20/2016 15:03,Afternoon,Weekend
1787,1787,Medialuna,11/20/2016 15:06,Afternoon,Weekend
1787,1787,Brownie,11/20/2016 15:06,Afternoon,Weekend
1787,1787,Tea,11/20/2016 15:06,Afternoon,Weekend
1788,1788,Bread,11/20/2016 15:08,Afternoon,Weekend
1788,1788,Scandinavian,11/20/2016 15:08,Afternoon,Weekend
1789,1789,Medialuna,11/20/2016 15:13,Afternoon,Weekend
1789,1789,Hot chocolate,11/20/2016 15:13,Afternoon,Weekend
1789,1789,Cake,11/20/2016 15:13,Afternoon,Weekend
1789,1789,Alfajores,11/20/2016 15:13,Afternoon,Weekend
1789,1789,Truffles,11/20/2016 15:13,Afternoon,Weekend
1790,1790,Brownie,11/20/2016 15:14,Afternoon,Weekend
1790,1790,Medialuna,11/20/2016 15:14,Afternoon,Weekend
1790,1790,Coffee,11/20/2016 15:14,Afternoon,Weekend
1791,1791,Coffee,11/20/2016 15:16,Afternoon,Weekend
1791,1791,Medialuna,11/20/2016 15:16,Afternoon,Weekend
1791,1791,Truffles,11/20/2016 15:16,Afternoon,Weekend
1792,1792,Cake,11/20/2016 15:17,Afternoon,Weekend
1792,1792,Tea,11/20/2016 15:17,Afternoon,Weekend
1793,1793,Mineral water,11/20/2016 15:22,Afternoon,Weekend
1793,1793,Hot chocolate,11/20/2016 15:22,Afternoon,Weekend
1793,1793,Cookies,11/20/2016 15:22,Afternoon,Weekend
1793,1793,Cake,11/20/2016 15:22,Afternoon,Weekend
1794,1794,Cookies,11/20/2016 15:26,Afternoon,Weekend
1795,1795,Bread,11/20/2016 15:37,Afternoon,Weekend
1796,1796,Hot chocolate,11/20/2016 15:41,Afternoon,Weekend
1796,1796,Cake,11/20/2016 15:41,Afternoon,Weekend
1797,1797,Truffles,11/20/2016 15:50,Afternoon,Weekend
1797,1797,Farm House,11/20/2016 15:50,Afternoon,Weekend
1797,1797,Bread,11/20/2016 15:50,Afternoon,Weekend
1798,1798,Tea,11/20/2016 15:58,Afternoon,Weekend
1799,1799,Farm House,11/20/2016 18:16,Evening,Weekend
1800,1800,Coffee,11/21/2016 7:29,Morning,Weekday
1801,1801,Coffee,11/21/2016 8:13,Morning,Weekday
1802,1802,Bread,11/21/2016 8:38,Morning,Weekday
1803,1803,Coffee,11/21/2016 8:38,Morning,Weekday
1804,1804,Coffee,11/21/2016 9:15,Morning,Weekday
1805,1805,Bread,11/21/2016 9:31,Morning,Weekday
1805,1805,Pastry,11/21/2016 9:31,Morning,Weekday
1806,1806,Coffee,11/21/2016 9:35,Morning,Weekday
1807,1807,Coffee,11/21/2016 9:41,Morning,Weekday
1807,1807,Farm House,11/21/2016 9:41,Morning,Weekday
1808,1808,Keeping It Local,11/21/2016 9:44,Morning,Weekday
